experiment_version_id,X_FORMULA__SJ_230_PCT,X_FORMULA__SJ_231_PCT,X_FORMULA__SJ_232_PCT,X_FORMULA__SJ_230_WASHED_PCT,X_FORMULA__SJ_231_WASHED_PCT,X_FORMULA__SJ_232_WASHED_PCT,X_FORMULA__DSP_3315_PCT,X_FORMULA__SS059_PC_1_1_PCT,X_FORMULA__S_48_PCT,X_PROCESS__COATING_SOLIDS_PCT,X_PROCESS__UVA_INTENSITY_MW_CM2,X_PROCESS__UV_ENERGY_MJ_CM2,X_PROCESS__FILM_THICKNESS_UM,X_ENV__TEMPERATURE_C,X_ENV__HUMIDITY_RH_PCT,X_CONTEXT__SUBSTRATE,X_CONTEXT__APPLICATION_METHOD,X_CONTEXT__CURING_SOURCE,Y__WARPING_PET_INITIAL_CM,Y__WARPING_PET_12H_CM,Y__HARDNESS_PET_1KG_ORD,Y__STEEL_WOOL_500G_CYCLES,Y__STEEL_WOOL_1KG_CYCLES
SYN-UVPU-APP-0221-V1,0.0,0.0,0.0,0.0,52.3017,0.0,1.6657,1.3915,44.6411,40.0,145.0,950.0,8.12,24.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.08,0.0,2.0,131.0,68.0
SYN-UVPU-APP-0231-V1,0.0,0.0,0.0,0.0,0.0,69.4252,1.4952,1.2741,27.8054,40.0,145.0,950.0,10.69,24.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,1.5,2.76,3.0,633.0,230.0
SYN-UVPU-APP-0241-V1,57.6583,0.0,0.0,0.0,0.0,0.0,1.5504,1.1377,39.6535,38.0,165.0,900.0,9.77,26.0,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,1.99,3.15,3.0,,167.0
SYN-UVPU-APP-0251-V1,0.0,55.8441,0.0,0.0,0.0,0.0,1.4385,1.1375,41.5799,38.0,165.0,900.0,9.49,26.0,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.75,1.1,3.0,210.0,95.0
SYN-UVPU-APP-0261-V1,0.0,0.0,54.798,0.0,0.0,0.0,1.3604,1.1107,42.7309,38.0,165.0,900.0,8.1,26.0,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.0,2.91,3.0,367.0,172.0
SYN-UVPU-APP-0271-V1,0.0,0.0,0.0,49.0005,0.0,0.0,1.6159,1.4953,47.8883,38.0,165.0,900.0,8.76,26.0,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.19,3.16,3.0,549.0,
SYN-UVPU-APP-0281-V1,0.0,0.0,0.0,0.0,54.9877,0.0,1.4462,1.464,42.102,38.0,165.0,900.0,11.74,26.0,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.01,0.0,3.0,142.0,91.0
SYN-UVPU-APP-0291-V1,0.0,0.0,0.0,0.0,0.0,67.8621,1.9192,1.3822,28.8365,38.0,165.0,900.0,10.21,26.0,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,1.4,2.43,3.0,683.0,
SYN-UVPU-APP-0301-V1,52.4101,0.0,0.0,0.0,0.0,0.0,1.4872,1.1368,44.9659,40.0,165.0,850.0,8.35,27.5,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.12,2.89,3.0,311.0,107.0
SYN-UVPU-APP-0311-V1,0.0,55.8314,0.0,0.0,0.0,0.0,1.806,1.3773,40.9854,40.0,165.0,850.0,10.06,27.5,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.97,0.86,3.0,209.0,62.0
SYN-UVPU-APP-0321-V1,0.0,0.0,52.9434,0.0,0.0,0.0,1.4521,1.2028,44.4017,40.0,165.0,850.0,9.28,27.5,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.46,3.4,2.0,270.0,94.0
SYN-UVPU-APP-0331-V1,0.0,0.0,0.0,49.6468,0.0,0.0,1.8655,1.578,46.9097,40.0,165.0,850.0,9.68,27.5,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.67,,2.0,500.0,108.0
SYN-UVPU-APP-0341-V1,0.0,0.0,0.0,0.0,53.6445,0.0,1.3749,1.2952,43.6854,40.0,165.0,850.0,9.4,27.5,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.21,0.53,3.0,128.0,
SYN-UVPU-APP-0351-V1,0.0,0.0,0.0,0.0,0.0,65.5393,1.374,1.2303,31.8563,40.0,165.0,850.0,10.76,27.5,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,1.37,2.09,3.0,557.0,174.0
SYN-UVPU-APP-0361-V1,53.2282,0.0,0.0,0.0,0.0,0.0,1.3186,1.1317,44.3215,42.0,145.0,950.0,8.88,27.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.12,3.2,2.0,341.0,138.0
SYN-UVPU-APP-0371-V1,0.0,51.2238,0.0,0.0,0.0,0.0,1.7658,1.0871,45.9233,42.0,145.0,950.0,8.23,27.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.58,1.49,3.0,178.0,81.0
SYN-UVPU-APP-0381-V1,0.0,0.0,54.3442,0.0,0.0,0.0,1.5359,1.143,42.977,42.0,145.0,950.0,8.24,27.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.25,3.58,3.0,399.0,182.0
SYN-UVPU-APP-0391-V1,0.0,0.0,0.0,57.0496,0.0,0.0,1.7231,1.0609,40.1663,42.0,145.0,950.0,10.47,27.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.89,4.21,2.0,532.0,151.0
SYN-UVPU-APP-0002-V1,56.377,0.0,0.0,0.0,0.0,0.0,1.4951,1.4582,40.6698,42.0,145.0,950.0,9.59,27.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.5,3.12,3.0,414.0,128.0
SYN-UVPU-APP-0012-V1,0.0,54.8436,0.0,0.0,0.0,0.0,1.5925,1.5756,41.9882,42.0,145.0,950.0,9.34,27.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.72,1.63,3.0,216.0,111.0
SYN-UVPU-APP-0022-V1,0.0,0.0,54.1127,0.0,0.0,0.0,1.6578,0.9074,43.3221,39.0,155.0,900.0,11.39,27.5,55.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.6,3.71,3.0,354.0,
SYN-UVPU-APP-0032-V1,0.0,0.0,0.0,52.5111,0.0,0.0,1.3144,1.067,45.1076,39.0,155.0,900.0,9.25,27.5,55.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,1.89,3.07,3.0,572.0,
SYN-UVPU-APP-0042-V1,0.0,0.0,0.0,0.0,54.3251,0.0,1.9127,1.1686,42.5937,39.0,155.0,900.0,9.76,27.5,55.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.11,0.0,3.0,149.0,58.0
SYN-UVPU-APP-0052-V1,0.0,0.0,0.0,0.0,0.0,71.6923,1.8,1.4338,25.0739,39.0,155.0,900.0,10.17,27.5,55.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,,2.49,3.0,696.0,
SYN-UVPU-APP-0062-V1,51.7753,0.0,0.0,0.0,0.0,0.0,1.3952,1.2448,45.5847,39.0,155.0,900.0,10.75,27.5,55.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,1.9,2.36,3.0,365.0,154.0
SYN-UVPU-APP-0072-V1,0.0,56.1626,0.0,0.0,0.0,0.0,1.6875,1.4153,40.7346,39.0,155.0,900.0,9.21,27.5,55.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,3.08,,3.0,180.0,79.0
SYN-UVPU-APP-0082-V1,0.0,0.0,52.1112,0.0,0.0,0.0,1.4885,1.264,45.1364,38.0,155.0,650.0,10.97,24.5,75.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,3.54,4.58,2.0,5.0,
SYN-UVPU-APP-0092-V1,0.0,0.0,0.0,51.9007,0.0,0.0,1.9487,1.4077,44.7429,38.0,155.0,650.0,9.6,24.5,75.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,,4.46,1.0,141.0,5.0
