experiment_version_id,X_FORMULA__SJ_230_PCT,X_FORMULA__SJ_231_PCT,X_FORMULA__SJ_232_PCT,X_FORMULA__SJ_230_WASHED_PCT,X_FORMULA__SJ_231_WASHED_PCT,X_FORMULA__SJ_232_WASHED_PCT,X_FORMULA__DSP_3315_PCT,X_FORMULA__SS059_PC_1_1_PCT,X_FORMULA__S_48_PCT,X_PROCESS__COATING_SOLIDS_PCT,X_PROCESS__UVA_INTENSITY_MW_CM2,X_PROCESS__UV_ENERGY_MJ_CM2,X_PROCESS__FILM_THICKNESS_UM,X_ENV__TEMPERATURE_C,X_ENV__HUMIDITY_RH_PCT,X_CONTEXT__SUBSTRATE,X_CONTEXT__APPLICATION_METHOD,X_CONTEXT__CURING_SOURCE,Y__WARPING_PET_INITIAL_CM,Y__WARPING_PET_12H_CM,Y__HARDNESS_PET_1KG_ORD,Y__STEEL_WOOL_500G_CYCLES,Y__STEEL_WOOL_1KG_CYCLES
SYN-UVPU-APP-0101-V1,0.0,0.0,0.0,0.0,57.21,0.0,1.2555,1.163,40.3716,39.0,185.0,900.0,9.7092,24.5,60.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,1.8147,0.0827,3.0,173.4962,101.4251
SYN-UVPU-APP-0111-V1,0.0,0.0,0.0,0.0,0.0,67.0044,1.7196,1.2766,29.9994,39.0,185.0,900.0,9.7266,24.5,60.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,1.5378,,,652.8898,
SYN-UVPU-APP-0121-V1,49.5949,0.0,0.0,0.0,0.0,0.0,1.7671,1.2815,47.3564,41.0,175.0,850.0,8.5681,24.5,75.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.418,3.9898,2.0,338.0436,101.9928
SYN-UVPU-APP-0131-V1,0.0,51.9766,0.0,0.0,0.0,0.0,1.6628,1.1651,45.1955,41.0,175.0,850.0,10.3171,24.5,75.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,3.408,1.7106,2.0,75.3517,
SYN-UVPU-APP-0141-V1,0.0,0.0,52.3393,0.0,0.0,0.0,1.8589,1.1581,44.6438,41.0,175.0,850.0,11.2666,24.5,75.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,3.011,4.3729,3.0,330.9315,98.6929
SYN-UVPU-APP-0151-V1,0.0,0.0,0.0,54.3987,0.0,0.0,1.499,1.1023,43.0,41.0,175.0,850.0,10.0159,24.5,75.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,,3.3759,2.0,514.8876,
SYN-UVPU-APP-0161-V1,0.0,0.0,0.0,0.0,55.0609,0.0,1.861,1.365,41.7131,41.0,175.0,850.0,10.008,24.5,75.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.9486,0.0079,2.0,,5.0
SYN-UVPU-APP-0171-V1,0.0,0.0,0.0,0.0,0.0,70.08,1.4269,1.1547,27.3384,41.0,175.0,850.0,8.5265,24.5,75.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,1.511,2.6815,2.0,495.9907,
SYN-UVPU-APP-0181-V1,50.8511,0.0,0.0,0.0,0.0,0.0,1.4646,1.443,46.2414,40.0,145.0,950.0,9.2146,24.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.4619,3.5768,2.0,314.5143,
SYN-UVPU-APP-0191-V1,0.0,55.1807,0.0,0.0,0.0,0.0,1.8046,1.2685,41.7462,40.0,145.0,950.0,9.4912,24.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,,1.9254,3.0,227.5176,127.9973
SYN-UVPU-APP-0201-V1,0.0,0.0,57.1382,0.0,0.0,0.0,1.6772,0.9877,40.1968,40.0,145.0,950.0,9.5393,24.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.2673,3.2193,3.0,387.5238,161.0562
SYN-UVPU-APP-0211-V1,0.0,0.0,0.0,49.8032,0.0,0.0,1.5633,1.2891,47.3444,40.0,145.0,950.0,9.7716,24.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.5244,3.6159,3.0,457.9962,174.8106
SYN-UVPU-APP-0221-V1,0.0,0.0,0.0,0.0,52.3017,0.0,1.6657,1.3915,44.6411,40.0,145.0,950.0,8.1195,24.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.0837,0.0712,2.0,131.4905,68.1062
SYN-UVPU-APP-0231-V1,0.0,0.0,0.0,0.0,0.0,69.4252,1.4952,1.2741,27.8054,40.0,145.0,950.0,10.6853,24.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,1.4978,2.7584,3.0,633.0904,229.7578
SYN-UVPU-APP-0241-V1,57.6583,0.0,0.0,0.0,0.0,0.0,1.5504,1.1377,39.6535,38.0,165.0,900.0,9.7734,26.0,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,1.9902,3.1475,3.0,,166.9026
SYN-UVPU-APP-0251-V1,0.0,55.8441,0.0,0.0,0.0,0.0,1.4385,1.1375,41.5799,38.0,165.0,900.0,9.4917,26.0,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.7535,1.1021,3.0,209.8078,95.397
SYN-UVPU-APP-0261-V1,0.0,0.0,54.798,0.0,0.0,0.0,1.3604,1.1107,42.7309,38.0,165.0,900.0,8.1022,26.0,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.003,2.9121,3.0,367.4955,172.2589
SYN-UVPU-APP-0271-V1,0.0,0.0,0.0,49.0005,0.0,0.0,1.6159,1.4953,47.8883,38.0,165.0,900.0,8.7646,26.0,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.1853,3.1564,3.0,548.9828,
SYN-UVPU-APP-0281-V1,0.0,0.0,0.0,0.0,54.9877,0.0,1.4462,1.464,42.102,38.0,165.0,900.0,11.7433,26.0,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.0065,0.0,3.0,141.7203,90.8342
SYN-UVPU-APP-0291-V1,0.0,0.0,0.0,0.0,0.0,67.8621,1.9192,1.3822,28.8365,38.0,165.0,900.0,10.2055,26.0,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,1.4007,2.4254,3.0,683.0051,
SYN-UVPU-APP-0301-V1,52.4101,0.0,0.0,0.0,0.0,0.0,1.4872,1.1368,44.9659,40.0,165.0,850.0,8.3544,27.5,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.117,2.8938,3.0,311.0781,106.6526
SYN-UVPU-APP-0311-V1,0.0,55.8314,0.0,0.0,0.0,0.0,1.806,1.3773,40.9854,40.0,165.0,850.0,10.0576,27.5,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.9674,0.8588,3.0,209.0212,61.5235
SYN-UVPU-APP-0321-V1,0.0,0.0,52.9434,0.0,0.0,0.0,1.4521,1.2028,44.4017,40.0,165.0,850.0,9.2783,27.5,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.46,3.4024,2.0,270.003,94.2983
SYN-UVPU-APP-0331-V1,0.0,0.0,0.0,49.6468,0.0,0.0,1.8655,1.578,46.9097,40.0,165.0,850.0,9.6803,27.5,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.6696,,2.0,499.8998,108.09
SYN-UVPU-APP-0341-V1,0.0,0.0,0.0,0.0,53.6445,0.0,1.3749,1.2952,43.6854,40.0,165.0,850.0,9.3984,27.5,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.2137,0.5346,3.0,127.5998,
SYN-UVPU-APP-0351-V1,0.0,0.0,0.0,0.0,0.0,65.5393,1.374,1.2303,31.8563,40.0,165.0,850.0,10.7557,27.5,50.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,1.3652,2.089,3.0,556.8674,174.0658
SYN-UVPU-APP-0361-V1,53.2282,0.0,0.0,0.0,0.0,0.0,1.3186,1.1317,44.3215,42.0,145.0,950.0,8.8751,27.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.1211,3.2026,2.0,341.1277,137.7789
SYN-UVPU-APP-0371-V1,0.0,51.2238,0.0,0.0,0.0,0.0,1.7658,1.0871,45.9233,42.0,145.0,950.0,8.231,27.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.5788,1.4858,3.0,178.0258,80.7347
SYN-UVPU-APP-0381-V1,0.0,0.0,54.3442,0.0,0.0,0.0,1.5359,1.143,42.977,42.0,145.0,950.0,8.2392,27.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.2546,3.5775,3.0,399.4274,182.4726
SYN-UVPU-APP-0391-V1,0.0,0.0,0.0,57.0496,0.0,0.0,1.7231,1.0609,40.1663,42.0,145.0,950.0,10.4665,27.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.8865,4.211,2.0,531.6212,151.0988
SYN-UVPU-APP-0002-V1,56.377,0.0,0.0,0.0,0.0,0.0,1.4951,1.4582,40.6698,42.0,145.0,950.0,9.5878,27.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.4963,3.1249,3.0,413.6544,127.9911
SYN-UVPU-APP-0012-V1,0.0,54.8436,0.0,0.0,0.0,0.0,1.5925,1.5756,41.9882,42.0,145.0,950.0,9.3445,27.5,70.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.7232,1.6306,3.0,216.3225,111.3048
SYN-UVPU-APP-0022-V1,0.0,0.0,54.1127,0.0,0.0,0.0,1.6578,0.9074,43.3221,39.0,155.0,900.0,11.3858,27.5,55.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.5996,3.7069,3.0,354.1028,
SYN-UVPU-APP-0032-V1,0.0,0.0,0.0,52.5111,0.0,0.0,1.3144,1.067,45.1076,39.0,155.0,900.0,9.2537,27.5,55.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,1.8929,3.07,3.0,571.9661,
SYN-UVPU-APP-0042-V1,0.0,0.0,0.0,0.0,54.3251,0.0,1.9127,1.1686,42.5937,39.0,155.0,900.0,9.7566,27.5,55.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,2.1078,0.0037,3.0,149.2751,58.378
SYN-UVPU-APP-0052-V1,0.0,0.0,0.0,0.0,0.0,71.6923,1.8,1.4338,25.0739,39.0,155.0,900.0,10.1729,27.5,55.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,,2.4904,3.0,695.8947,
SYN-UVPU-APP-0062-V1,51.7753,0.0,0.0,0.0,0.0,0.0,1.3952,1.2448,45.5847,39.0,155.0,900.0,10.7472,27.5,55.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,1.9038,2.3593,3.0,365.4285,154.3527
SYN-UVPU-APP-0072-V1,0.0,56.1626,0.0,0.0,0.0,0.0,1.6875,1.4153,40.7346,39.0,155.0,900.0,9.2147,27.5,55.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,3.0797,,3.0,179.5726,79.3955
SYN-UVPU-APP-0082-V1,0.0,0.0,52.1112,0.0,0.0,0.0,1.4885,1.264,45.1364,38.0,155.0,650.0,10.9656,24.5,75.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,3.5375,4.5823,2.0,5.0,
SYN-UVPU-APP-0092-V1,0.0,0.0,0.0,51.9007,0.0,0.0,1.9487,1.4077,44.7429,38.0,155.0,650.0,9.6039,24.5,75.0,PET_100UM_OPTICAL,WIRE_BAR_ROLL_COAT_40UM,MERCURY_LAMP_UV,,4.4629,1.0,140.5823,5.0
